datetime, usd, czk
2020.11.01 00:00:02,13803.23363910,317469
2020.11.01 00:47:19,13734.51651234,315882
2020.11.01 00:59:52,13737.87128398,315951
2020.11.01 01:18:45,13766.35324808,316618
2020.11.01 01:25:23,13772.71852043,316756
2020.11.01 01:30:08,13772.71852043,316756
2020.11.01 01:36:30,13748.58610920,316204
2020.11.01 01:41:58,13734.79036341,315882
2020.11.01 01:47:30,13745.23672014,316135
2020.11.01 01:53:03,13778.60068413,316894
2020.11.01 01:58:33,13774.91553081,316802
2020.11.01 02:17:32,13772.00877750,316756
2020.11.01 02:21:23,13768.63565969,316664
2020.11.01 02:26:56,13767.07728433,316641
2020.11.01 02:33:01,13773.97474488,316779
2020.11.01 02:38:37,13773.97474488,316779
2020.11.01 02:44:11,13755.23609928,316365
2020.11.01 02:49:45,13737.62171976,315951
2020.11.01 02:55:14,13725.76268767,315675
2020.11.01 03:00:58,13725.76268767,315675
2020.11.01 03:19:38,13724.61884996,315652
2020.11.01 03:20:59,13721.36660568,315583
2020.11.01 03:26:39,13700.55231523,315100
2020.11.01 03:32:39,13693.49214358,314939
2020.11.01 03:38:21,13707.45573645,315261
2020.11.01 03:43:58,13707.45573645,315261
2020.11.01 03:49:27,13669.47501454,314387
2020.11.01 03:55:04,13698.69876320,315054
2020.11.01 04:00:35,13707.67472427,315261
2020.11.01 04:20:04,13649.55886792,313927
2020.11.01 04:26:55,13667.24990513,314341
2020.11.01 04:32:36,13662.50602402,314226
2020.11.01 04:38:15,13677.86908126,314571
2020.11.01 04:43:50,13678.69317468,314594
2020.11.01 04:49:25,13684.07175965,314732
2020.11.01 04:54:54,13684.15363279,314732
2020.11.01 05:00:31,13689.57109631,314847
2020.11.01 05:14:59,13725.42342150,315675
2020.11.01 05:20:40,13723.57059651,315629
2020.11.01 05:26:07,13727.53814369,315721
2020.11.01 05:31:45,13749.35807348,316227
2020.11.01 05:37:24,13743.53184836,316089
2020.11.01 05:43:14,13743.53184836,316089
2020.11.01 05:48:33,13738.50400050,315974
2020.11.01 05:54:03,13738.50400050,315974
2020.11.01 05:59:36,13713.66099850,315399
2020.11.01 06:17:10,13721.84662570,315583
2020.11.01 06:23:01,13711.35081538,315353
2020.11.01 06:28:25,13713.88386151,315399
2020.11.01 06:34:46,13716.22369123,315468
2020.11.01 06:40:12,13743.11525214,316089
2020.11.01 06:45:48,13743.11525214,316089
2020.11.01 06:51:24,13749.80108926,316227
2020.11.01 06:56:56,13749.79381533,316227
2020.11.01 07:07:41,13748.90171084,316204
2020.11.01 07:18:00,13757.80912626,316411
2020.11.01 07:23:34,13764.30786015,316572
2020.11.01 07:29:15,13755.05463654,316365
2020.11.01 07:35:25,13746.14818225,316158
2020.11.01 07:40:55,13746.14818225,316158
2020.11.01 07:46:27,13754.51766236,316342
2020.11.01 07:52:07,13795.63771466,317285
2020.11.01 07:57:37,13795.63771466,317285
2020.11.01 08:13:54,13803.17674024,317469
2020.11.01 08:19:47,13793.61177805,317239
2020.11.01 08:25:30,13783.75511126,317009
2020.11.01 08:31:08,13783.75511126,317009
2020.11.01 08:36:36,13771.91560249,316733
2020.11.01 08:42:14,13771.85572369,316733
2020.11.01 08:47:47,13766.78650857,316618
2020.11.01 08:53:23,13756.43391375,316388
2020.11.01 08:58:49,13753.97267762,316319
2020.11.01 09:15:53,13737.84561353,315951
2020.11.01 09:19:35,13729.24378638,315767
2020.11.01 09:25:10,13738.80980859,315974
2020.11.01 09:30:36,13738.80980859,315974
2020.11.01 09:36:32,13746.43361522,316158
2020.11.01 09:41:57,13746.43361522,316158
2020.11.01 09:47:32,13742.76301476,316066
2020.11.01 09:53:04,13732.83168967,315836
2020.11.01 09:58:40,13719.12148130,315537
2020.11.01 10:17:35,13708.63196383,315284
2020.11.01 10:21:35,13708.63196383,315284
2020.11.01 10:26:54,13706.52921297,315238
2020.11.01 10:32:49,13729.71039316,315767
2020.11.01 10:38:18,13733.23288571,315859
2020.11.01 10:43:48,13733.23288571,315859
2020.11.01 10:49:20,13747.59504250,316181
2020.11.01 10:54:56,13757.82308422,316411
2020.11.01 11:00:27,13744.17160760,316112
2020.11.01 11:14:28,13782.75547651,316986
2020.11.01 11:20:00,13780.13997240,316940
2020.11.01 11:25:36,13752.57587991,316296
2020.11.01 11:31:11,13752.57587991,316296
2020.11.01 11:36:51,13720.32672332,315560
2020.11.01 11:42:23,13711.83653435,315353
2020.11.01 11:47:58,13711.83653435,315353
2020.11.01 11:53:33,13688.18137512,314824
2020.11.01 11:59:03,13703.57169694,315169
2020.11.01 12:18:47,13733.35327475,315859
2020.11.01 12:26:25,13733.35327475,315859
2020.11.01 12:32:00,13743.75698994,316089
2020.11.01 12:37:45,13747.33532438,316181
2020.11.01 12:43:20,13747.33532438,316181
2020.11.01 12:48:57,13720.35493308,315560
2020.11.01 12:54:28,13725.21053071,315675
2020.11.01 13:00:04,13773.90018925,316779
2020.11.01 13:14:32,13779.07585284,316917
2020.11.01 13:20:10,13770.13909620,316710
2020.11.01 13:25:42,13783.78149456,317009
2020.11.01 13:31:15,13784.11646086,317032
2020.11.01 13:36:55,13759.37432497,316457
2020.11.01 13:42:26,13762.43943925,316526
2020.11.01 13:48:04,13775.12874630,316825
2020.11.01 13:53:40,13788.28849025,317124
2020.11.01 13:59:10,13800.75212893,317400
2020.11.01 14:19:18,13832.54397941,318136
2020.11.01 14:25:22,13801.38062995,317423
2020.11.01 14:31:12,13797.19263512,317331
2020.11.01 14:36:36,13800.55631285,317400
2020.11.01 14:42:07,13820.79253742,317860
2020.11.01 14:47:42,13822.81347727,317906
2020.11.01 14:53:33,13798.30138622,317354
2020.11.01 14:59:04,13795.98824144,317285
2020.11.01 15:13:57,13849.33836011,318527
2020.11.01 15:20:37,13838.83314285,318274
2020.11.01 15:25:51,13838.73370235,318274
2020.11.01 15:31:15,13846.50016720,318458
2020.11.01 15:36:56,13838.76229833,318274
2020.11.01 15:42:30,13829.92371997,318067
2020.11.01 15:48:02,13842.68078995,318366
2020.11.01 15:53:37,13830.13704644,318090
2020.11.01 15:59:07,13824.61960721,317952
2020.11.01 16:26:05,13824.58984205,317952
2020.11.01 16:34:10,13790.81561129,317170
2020.11.01 16:39:35,13785.89967861,317055
2020.11.01 16:45:06,13801.69452817,317423
2020.11.01 16:50:32,13805.12114752,317515
2020.11.01 16:56:04,13815.47496943,317745
2020.11.01 17:04:44,13805.28941598,317515
2020.11.01 17:15:14,13796.28546318,317308
2020.11.01 17:20:38,13806.12641063,317538
2020.11.01 17:26:18,13810.04007655,317630
2020.11.01 17:31:54,13810.04007655,317630
2020.11.01 17:37:26,13813.15923644,317699
2020.11.01 17:43:02,13813.15923644,317699
2020.11.01 17:48:35,13825.28409835,317975
2020.11.01 17:54:13,13828.62099276,318044
2020.11.01 17:59:40,13833.50271893,318159
2020.11.01 18:17:10,13816.53707782,317768
2020.11.01 18:20:26,13816.84845641,317768
2020.11.01 18:25:56,13816.53707782,317768
2020.11.01 18:31:39,13805.09255626,317515
2020.11.01 18:37:19,13813.71743563,317699
2020.11.01 18:42:49,13824.39581238,317952
2020.11.01 18:48:28,13824.39581238,317952
2020.11.01 18:54:00,13824.47650247,317952
2020.11.01 18:59:31,13816.36124526,317768
2020.11.01 19:13:01,13825.02673335,317975
2020.11.01 19:18:32,13826.24509350,317998
2020.11.01 19:24:09,13826.93802583,317998
2020.11.01 19:29:42,13824.84800183,317952
2020.11.01 19:36:15,13825.09460947,317975
2020.11.01 19:41:03,13816.59049696,317768
2020.11.01 19:46:30,13822.33097298,317906
2020.11.01 19:52:07,13813.31171705,317699
2020.11.01 19:57:38,13801.27670167,317423
2020.11.01 20:13:20,13811.16168431,317653
2020.11.01 20:17:00,13811.16168431,317653
2020.11.01 20:21:14,13810.62215761,317630
2020.11.01 20:26:49,13841.67300425,318343
2020.11.01 20:33:07,13839.37504074,318297
2020.11.01 20:38:36,13832.76539152,318136
2020.11.01 20:44:06,13836.33446878,318228
2020.11.01 20:49:41,13832.05597436,318136
2020.11.01 20:55:25,13825.77622946,317975
2020.11.01 21:01:28,13829.77213213,318067
2020.11.01 21:13:56,13855.51621871,318665
2020.11.01 21:19:37,13859.68639236,318757
2020.11.01 21:25:05,13859.68639236,318757
2020.11.01 21:30:43,13837.64460421,318251
2020.11.01 21:36:31,13827.95475454,318021
2020.11.01 21:41:56,13811.59185759,317653
2020.11.01 21:47:35,13826.81467977,317998
2020.11.01 21:53:09,13822.20852450,317906
2020.11.01 21:58:39,13822.05866107,317906
2020.11.01 22:15:33,13812.18264980,317676
2020.11.01 22:21:01,13816.61155991,317768
2020.11.01 22:26:25,13817.80983316,317791
2020.11.01 22:32:13,13792.31654041,317216
2020.11.01 22:37:37,13766.47093170,316618
2020.11.01 22:43:12,13748.44200415,316204
2020.11.01 22:48:46,13724.47447887,315652
2020.11.01 22:54:17,13700.78190665,315100
2020.11.01 22:59:50,13719.53832165,315537
2020.11.01 23:19:59,13724.36374328,315652
2020.11.01 23:26:06,13734.11719383,315882
2020.11.01 23:32:11,13736.68830521,315928
2020.11.01 23:37:52,13737.62658437,315951
2020.11.01 23:43:33,13737.98764491,315951
2020.11.01 23:48:56,13742.24130658,316066
2020.11.01 23:54:40,13740.02784946,316020
2020.11.02 00:00:08,13740.02784946,316020
2020.11.02 00:43:35,13827.30066158,318021
2020.11.02 00:58:44,13813.46871136,317699
2020.11.02 01:15:33,13798.41134687,317354
2020.11.02 01:24:38,13793.13711650,317239
2020.11.02 01:29:24,13796.45531788,317308
2020.11.02 01:36:41,13781.79597479,316963
2020.11.02 01:42:14,13795.98443748,317285
2020.11.02 01:47:46,13801.34844673,317423
2020.11.02 01:53:21,13782.79082967,316986
2020.11.02 01:58:50,13772.70211382,316756
2020.11.02 02:16:28,13687.05501236,314801
2020.11.02 02:25:53,13708.44752140,315284
2020.11.02 02:28:09,13706.32144983,315238
